,author,date,product_id,product_name,firm,rate,text,topic
2793,Daniel,27.9.17,DRU0024166-000,"5BN Hickory Sticks, Nylon Tip",MUSIC STORE,2,"Решил заказать исходя из цены. Думал, стоит попробовать. Но в итоге в очередной раз понял, что скупой платит дважды. Палка разлетелась на первой же репетиции. Со второй палки отлетел пластмассовый наконечник.Вывод: Лучше добавить денег и купить что-то по-качественнее.",Крайне бюджетный товар
2794,kvltcat,19.3.19,GIT0040139-000,PW-CP-02MG,D'Addario,5,Very light and easy to use. And it looks cool. This is my favorite capo now.,Nice capo
2795,Sergey,26.3.18,REC0003986-000,link direct S100 XLR female > XLR male,Vovox,5,"this cable is for professionals. worth its money, because the composition of its materials is expensive and from this the quality of sound is at an altitude.этот кабель для профессионалов. стоит своих денег, потому что состав его материалов дорогой и от это качество звука на высоте. ",PRO
2796,Даурен,26.4.17,REC0003986-000,link direct S100 XLR female > XLR male,Vovox,5,Хорошее качество товара,Сам купил
2797,extaz032@gmail.com,12.3.20,PAH0011225-000,TG D58c condenser Drummic. gooseneck,beyerdynamic,5,Использую на живых выступлениях. Очень доволен. Все плотно и чётко!,Отличный микрофон
2798,extaz032@gmail.com,13.3.20,PAH0011225-000,TG D58c condenser Drummic. gooseneck,beyerdynamic,5,Сделан в Германии. Отличная звукопередача. Отличный крепеж. Чехол в комплекте.  ,Отличный микрофон
2799,Sergey Tsvetkov,16.6.16,GIT0003149-003,"2"" Monogramed Strap Black Yellow/Brown Strap, LOGO",Fender,5,"Ремень очень удобный -- одно удовольствие. Конечно, 2-часовых концертов не отыгрывал, но за время домашней игры совершенно не напрягает плечо.Только длина у него великовата -- пряжка получается почти на плече (мой рост 184 см). В процессе игры пока неудобства не почувствовал, но одну звездочку снял, потому что это не правильно.",Хорошая штука
2800,Eduard Pulashkin,28.2.16,GIT0003149-003,"2"" Monogramed Strap Black Yellow/Brown Strap, LOGO",Fender,5,With this guitar strap securely hangs on the guitarist,Excellent strap
2801,djvadz@gmail.com,6.3.20,ACC0001145-005, ,MUSIC STORE,5,"Лучший выбор за эти деньги. Но есть одно пожелание к изготовителю - сделайте пак на одном конце с угловым, на другом с прямым джеком. Цены вам не будет!",Хорошие рабочие кабели
2802,Олег Быстров,28.5.17,ACC0001145-005, ,MUSIC STORE,5,Замечательные кабели. А учитывая цену - вообще волшебные. ,Отличные кабели!
2803,Victor,28.1.17,GIT0035488-000,Gigbag Western Acoustic Guitar,Epiphone,5,Boght it with ej200. Fits perfectly and quality is good. Recommended.,Fits EJ like a glove
2804,Владимир,24.4.21,PCM0004493-000,e-Licencer Licence Control Device,Steinberg,5,"Все в порядке, благодарю. Music-store -thank you !",e-licenser
2805,Acerbic,22.3.19,PCM0004493-000,e-Licencer Licence Control Device,Steinberg,5,Вылетает при активации демо режима в русской локализации macOS. С iLok такого не наблюдал.,Вылетает при активации демо режима в русской локализации mac
2806,Mone,1.2.21,PCM0004493-000,e-Licencer Licence Control Device,Steinberg,5,Работает,Ок
2807,Ruslan,7.3.18,PCM0004493-000,e-Licencer Licence Control Device,Steinberg,5,Хорошая цена,Донгл
2808,Natalya,6.10.21,PCM0004493-000,e-Licencer Licence Control Device,Steinberg,5,"What can I say, everything works as it should work.",Just Steinberg e-licenser
2809,SteelTrueDrum,25.1.21,DRU0025178-000,"Strong Rods 7, 7 bars",MUSIC STORE,5,Взял их на замену износившимся Pro-Mark Hot Rod. Существенно ниже по цене. Качество достаточно хорошее. Стало слезать обжимающее покрытие - добавил термоусадку! Пока всем устраивают! Неплохой вариант сделать акустический звук установки немного тише и с другим оттенком.,Как альтернатива ProMark
2810,Андрей Соколов,7.3.19,DRU0036116-000,Rapid Lock Super Grip Hi-Hat Clutch HCL-205QR,Pearl,5,Главная причина покупки - удобство установки тарелки. Все легко и быстро ставится + крепление не сильно портит шток хета и сидит крепко,Удобство
2811,Alexander,22.3.21,DRU0036116-000,Rapid Lock Super Grip Hi-Hat Clutch HCL-205QR,Pearl,5,Лёгкий и удобный.,Супер.
2812,Алексей Лебедев,21.10.19,ACC0000549-000, ,Ernie Ball,5,Играю на этих струнах очень давно. Уверен в них на 100%. Отличное сочетание цены и качества.,Отличные струны для баса
2813,Лебедев Алексей,15.1.18,ACC0000549-000, ,Ernie Ball,5,Отличные струны. Ничего негативного про них даже придумать не могу.,Отличные струны
2814,Aleksey Kuzmenko,17.8.16,ACC0000549-000, ,Ernie Ball,5,"Прекрасная атака, долгий сустейн",Отличные струны
2815,Равиль,19.10.19,ACC0001169-001, ,MUSIC STORE,5,"Беру уже второй такой комплект ,износу нет первый брал год  назад ,до сих пор штекера целые, у других таких кабелей слабым местом является штекер 3,5 JACK, в этом кабеле такого не замечено,берите не пожалеете.",Качественный кабель по очень доступной цене
2816,vladimir,4.4.18,ACC0001169-001, ,MUSIC STORE,5,товар пришел быстро. товаром доволен. ,п
2817,Valeriy,2.3.21,ACC0001169-001, ,MUSIC STORE,5,Сделан качественно. Рекомендую!,Хороший кабель!
2818,Андрей,6.5.19,ACC0001169-001, ,MUSIC STORE,5,Отличный провод по хорошей цене,Отличный провод
2819,Andrey,22.3.19,ACC0001169-001, ,MUSIC STORE,5,хороший кабель,кабель
2820,Олег,20.4.19,DRU0031227-000,"Nova Drum Sticks 2BN, Nylon Tip",Vic-Firth,5,"Довольно увесистые, рекомендую",Норм палки
2821,Anatoly Grinberg ,15.7.19,PCM0010293-000,Special Order ,Avid,5,This connector cable was very needed to rebuild one of my studios. And it’s great that you had it in your store. Thanks ! ,The cable I needed 
2822,zelenitskiy@gmail.ru,25.1.18,DRU0029298-000,"Cymbal Boom Stand 4709, Lightweight",Gibraltar,5,A wonderful stand for such a low price! I recommend!,Gibraltar stand
2823,Danil Novikov,10.5.20,DRU0029298-000,"Cymbal Boom Stand 4709, Lightweight",Gibraltar,5,it cost it's money. good,nice
2824,Ivan,23.5.19,BLA0000128-000,Super Chromonica Deluxe 270/48 ,Hohner,5,"Отличная губная гармошка хорошего качества. Все ноты извлекаются без проблем, слайд имеет хороший ход. ",Chromonica Deluxe
2825,Sergey Makurin,12.2.17,PCM0006493-000,UCG 102 GUITAR LINK USB Audio Interface,Behringer,4,"Хороший аудио интерфейс для домашнего или иного использования. Подходит для записи своих треков. Удобный, работает от usb входа компьютера. Имеет регулировку громкости выходного сигнала. Удобно, что не требуется дополнительного питания. Единственным недостатком считаю разъем для выхода на колонки или наушники в формате TRS или по- другому джек. Ведь приходится использовать переходник на mini-jack, если хотите использовать обычные наушники или домашние колонки. ",Behringer UCG 102
2826,Rodion,15.7.19,GIT0043543-000,Nylon Series Union Jack 2,Fame,5,Стоит своих денег,Ремень
2827,Daniil Koryuchkin,23.5.16,REC0011315-000,C01UPRO USB Microphone,Samson,5,Отличный микрофон за свои деньги.,SAMSON C01U PRO))
2828,Vitalii,23.1.19,PAH0011264-000,"P2R S5, PSM 200 In Ear Receiver, 855-865MHz",Shure,5,"брал их для использования с системой персонального ушного мониторинга, звук отличный, качество тоже",Отличные наушники для персонального мониторинга
2829,Evgeniy,10.4.19,REC0011720-000,DR-70D DSLR Cam Recorder,Tascam,3,"Очень не доволен тем, что данный рекордер ""Сделано в Китае"".В таком случае не было смысла мне заказывать из Германии, когда я мог купить это в России. У нас все Сделано в Китае. Именно поэтому я заказывал здесь, в надежде, что мне пришлют нормальную сборку.Микрофон мне пришел Австралийский, почему тогда рекордер из Китая??? Я очень не доволен.",Жаль что сделано в Китае!!!
2830,98aleksandr.chumak@gmail.com,12.1.21,PAH0000167-000,Beta 56 A dynamic Microphone,Shure,5,Использую микрофоны Shure для работы с различными инструментами. Конкретно BETA56 пришёл на замену SM57.В эксплуатации с барабанами и комбиками он гораздо удобнее за счёт резьбового крепления.,Хороший микрофон для работы
2831,Роман,13.10.21,REC0008543-000,286s Mic Preamp Processor   ,DBX,5,"Отличный , удобный, прибор .В радиостудии работают 4 таких ,уже много лет. Под RØDE Broadcaster . В Россию до  Уфы закз пришёл в рекордные две недели.",DBX 286s
2832,zva82 ,7.3.20,REC0008543-000,286s Mic Preamp Processor   ,DBX,5,За свои деньги лучшее устройство. Брал для микрофона shure sm7b. Все работает стабильно! ,DBX 286s
2833,Evgeniy,20.5.19,REC0008543-000,286s Mic Preamp Processor   ,DBX,5,Recommend it for home recordings and vocals,Excellent product
2834,Andrey Belov,4.7.19,REC0008543-000,286s Mic Preamp Processor   ,DBX,5,"Привет! Доволен данным прибором. Решил некоторые проблемы при обработке и записи. Очень удобное управление, все необходимые параметры обработки сигнала под рукой. Единственно - пол звезды отобрал у оборудования - ОТСУТСТВИЕ на передней панели кнопки ВЫКЛЮЧЕНИЯ прибора. Приходится выдергивать из сети каждый раз, что не удобно. И неожиданно. Но, не критично. Рекомендую! ",Очень доволен данным прибором
2835,Victor,19.11.21,REC0008543-000,286s Mic Preamp Processor   ,DBX,5,"Отличная вещь! взял для микрофона RODE NT1. Выстраивает классное звучание. Куча эмоций, рекомендую!И сам магазин ""musicstore"" продолжает радовать. Не первый раз здесь заказываю - всё четко и надёжно!)",DBX 286s
2836,Alexander Chernykh,18.7.20,DRU0024053-000,Bottle Opener - Natural,Rohema,5,"I bought it as a gift to my good friend. His happiness knew no bounds, you should have seen his eyes! Great gift, good price, well made, not a small toy, but an impressive gizmo!",A super gift for a drummer friend.
2837,Egor Runow,7.1.21,SYN0007606-001,MPK mini mk3 Black,AKAI Professional,5,"Здравствуйте! Приобрёл сей девайс в чёрном цвете и очень рад этому. Не буду долго объяснять, скажу плюсы и минусы: Плюсы - качественная сборка, чувствительность пэдов и клавиш, идеальные энкодеры и очень информативный экран, гибкая настройка, лёгкость самого контроллера и визуальное наслаждениеМинусы - софт в комплекте непривлекателен, DAW (MPC beats) - поиграться, не более. Чёрная версия собирает отпечатки аки дактилоскопия, да и пресетов для разных DAW критически мало. В целом, подойдёт всем - разве что маловато органов управления для live исполнений. Но для bedroom-студии это мастхэв!",AKAI MPK mini Mk3 - лучшее решение для начинающих музыкантов
2838,ALFRED ,10.10.20,PAH0017480-000,QU 16 Chrome Edition,Allen & Heath,5,Отличный микшер !!!🔥,Allen&Heath QU-16
2839,Rodion,15.7.19,GIT0038219-000,Icon V62MRAB Distressed Ash Blonde,Vintage,4,"Инструмент хороший в своей категории. Огорчило: 1) скол на накладке грифа, 2) провалены два лада .. придется нести мастеру на доводку, 3) не аккуратно приклеен порожек. ",Гитара
2840,Дмитрий,21.5.19,ACC0003083-000, ,Advance,5,До этого брал самый дешевый мьюзикстор.Решил этот попробовать. Посмотрим как он в работе.,Взял на пробу
2841,Artem Rudakov,10.4.19,SYN0005789-000,TT-303 Bass Bot,Cyclone Analogic,5,good job!) and very nice sound! I'm happy =),All right
2842,Евгений,26.8.19,GIT0013486-000,"277 Blues Bottleneck Red Medium, Regular Wall",Dunlop,5,"Не Rock Slide, конечно, но смотрится хорошо и достаточно удобен, если подобрать правильный размер. Благодаря тому, что есть дно, он закрывает не весь мой средний палец, что достаточно удобно при игре в классической позиции левой руки.","Слайд как слайд, но красивый"
2843,Maxime,2.3.17,DRU0020222-000,"Starphonic Snare PBR146, 14""x6"", Brass",Tama,5,"Pretty loud, dry snare. Versatile and sensitive though, sounds great at any volume, no matter with sticks brushes etc. Dynamic range is very broad. You can play anything, any kind of music, having only this one. Although disadvantage appears to be too, it weighs 8 kg and you'll need top of the line heavy snare stand to set it up comfortable. But it's the only one i've found. ","Pretty loud, dry snare"
2844,Лебедев Алексей,26.4.18,GIT0040330-000,Spaceboard 60L,Fame,5,"На удивление хорошее качество педалборда за небольшие деньги. Большой и легкий. Неплохая сумка. Кармашек на сумке мог бы быть побольше, но это уж если совсем придираться. А так в целом всё отлично. Я очень доволен.",Отличный и недорогой педалборд
2845,Pavel_K,6.4.21,LIG0015996-000,LS-15 Light Stand T-Bar,lightmaXX,4,"Жаль что не больше не продают Ls-20 так как теперь тут пластиковые соединения, а не металические ",Пластик 
2846,Alina Ogorelina,14.12.16,DJE0004230-000, ,UDG,5,"It`s perfect for DJ`s, producers and musicians who often on tour. In this bag a lot of space for PC, DJ controllers, sound cards, headphones, commutation and other. It`s really ergonomic and comfortable. Made of durable material. I`m glad to use it.",Perfect for DJ`s and musicians
2847,Evgeniya,14.2.21,GIT0042295-000,Adio Air GT,VOX,5,"Визуально смотрится просто офигенно. Включила через Bluetooth как колонку, но выкрутить на всю не смогла, громкость такая что уши закладывает, да и соседей пожалела)) а управлять с телефона и включать эффекты скачанные на андроид я не смогла. У меня телефон, не подключается к колонке, чтобы я могла менять эффекты через стороние программы. Это странно и бесит:( На ipad к примеру работет... Далее. Так же, с покупкой vox поняла одно, мне срочно надо менять инструмент! Мой Индонезийский Fender за 8к в симбиозе с комбиком звучит как полное говно... Перегруз на страте это как кровь из ушей)))) По доставке. Заказывала в Челябинск. Упаковали в огромную коробку) внутри наполнение бумага, и сама коробка с комбиком. От момента заказа до получения из почты прошло 21 день. По цене в рублях. На сайте был выставлен чек + доставка 20.475р но, списали больше думаю курс валют варьирует итоговую цену. Вышло 21.717! Кто будет заказывать в Россию имейте в виду! Так же, отделение Брянска запросила таможенную пошлину, в размере 200 р. В итоге, мне комбик обошёлся практически в 22.000 р. Но, так или иначе я в плюсе. В России цена за него идёт 29к. В общем по магазину, я его уже люблю))) буду пробовать заказывать гитару, в одну уже влюбилась и брежу ей! Всем Землякам удачных покупок!",Покупка Vox в Челябинск
2848,Brolen,14.5.19,REC0011304-000,"Temblor T10 10"" Subwoofer",Presonus,5,"Использую для прослушивания совместно с Yamaha HS7. Для такого саба можно было брать любые 5-дюймовые мониторы. Очень скорострельный и низкоиграющий. Точных измерений АЧХ пока не делал, на слух услышал прогон басов начиная с 26 Гц, когда затряслись стены. Не опаздывает и останавливается моментально. Даже в моем неподготовленном с акустической точки зрения 17 м2 помещении ничего не гудит, но и не слушаю громко. Использую почти на минимальной громкости. Саб помог раскрыться некоторым произведениям, особенно с контрабасом, и ножка сама затопала в такт, а голова закачалась :) Отдельное спасибо Presonus за педаль - отключаю одним нажатием этот генератор басов в ночное время. Планирую перекраску или перетяжку корпуса в белый цвет под стиль интерьера.",Буфер впечатлил
2849,dmitry ,14.1.18,REC0012958-000,Big Knob Passive,Mackie,5,"вот вроде мелочь, а очень полезная и стильная штучка... и не загромождает рабочее пространство...",Mackie Big Knob Passive 2X2 Monitor Controller
2850,Anton Makarov,10.1.18,REC0012958-000,Big Knob Passive,Mackie,5,"Рекомендую всем, кто ищет классный бюджетный контроллер, никаких искажений, массивная конструкция, порадовала металлическая ручка громкости, вот уж действительно: ""Built like a Tank"" ",Отличный выбор
2851,Paul Beichel,30.4.18,REC0012958-000,Big Knob Passive,Mackie,5,"Приятно то, что не нужно электричества. Очень удобно писать голоса с ним, так как есть кнопочка мюте и переключатель мониторов. ",Отличный девайс
2852,Евгений А.,26.1.21,REC0012958-000,Big Knob Passive,Mackie,5,"Достойный, хороший внешний вид, удобное и функциональное управление без наводок и помех. Надёжная упаковка и доставка в назначенный срок. Спасибо ""Music Store""!",Mackie Big Knob
2853,Сергей,17.3.21,GIT0031747-000, ,Göldo,4,"Аккуратно все сделано , я доволен.",крышка
2854,Дмитрий,2.6.19,PAH0020624-000,Mic-1 MkII (Black),MUSIC STORE,4,"Крутилочки, ненадолго. Но если пользоваться поаккуратнее, то прослужит долго",Хорошая стойка за свои деньги
2855,Klavirun,26.10.20,PAH0020624-000,Mic-1 MkII (Black),MUSIC STORE,5,"Простая стойка, сделана качественно, с задачей держись микрофон справляется отлично",Стойка микрофонная 
2856,Larik,19.7.19,PAH0020624-000,Mic-1 MkII (Black),MUSIC STORE,5,"Not the most rigid mic stand there is, but compared to all other cheap models, this one definitely is miles ahead in terms of flexibility and quality. ",Premium quality for a small price
2857,Payorgo ,11.6.19,PAH0020624-000,Mic-1 MkII (Black),MUSIC STORE,3,"Не очень качественная, жиденькая.",Стойка
2858,Aleksandr Eganov,23.1.21,PAH0020624-000,Mic-1 MkII (Black),MUSIC STORE,5,"Опять же таки, в России стоит в 2 раза дороже и очень плохого качества, очень рад заказывать у вас, стойка для микрофона 10 из 10",Стойка для микрофона
2859,Андрей,18.6.19,GIT0010758-000,Ultra Swede CBB Cosmic Black Burst,Hagstrom,5,"Давно присматривался к данной гитаре. И вот наконец решился и приобрел ее. Впечатления только положительные.  В реальности гитара оказалась гораздо красивее чем на фото.  Великолепное исполнение. Расцветка Cosmic Black Burst действительно что то космическое. Тонкий, удобный гриф. Плотный звук на перегрузе и интересный чистый звук. Удобное расположение тумблеров и ручек громкости и тона. Вообщем очень доволен покупкой.     ",Ваууу
2860,Dmitry Nikulin,14.7.17,BAS0005411-000,BC 40 Bass Combo 40 Watt,Warwick,5,"Посылка пришла в срок. Всё в целости и сохранности. Отличное соотношение цены и качества. Хороший комбик для домашних занятий, репетиций и выступлений в небольших помещениях. Два входа (для активных и пассивных датчиков)  позволяют поиграть в две бас-гитары. Комбик не фонит, при игре нет ни щелчков, ни треска. Забавно, светодиод светит очень ярко, зато слегка подсвечивает панель управления. Один минус, но это можно пережить, кнопка питания находится на задней панели в самом низу.",Warwick BC 40 Bass Combo 40 Watt
2861,Rezone,27.5.20,SYN0007326-000,Bassline DB-01,Erica Synths,5,"very cool synth, fat sound. midi outputs, no USB (unfortunatally, but not a problem).fast delivery + support from store, thanks!",fast delivery + support
2862,Олег Карташов,26.11.21,ACC0003360-000, ,Cordial,5,"Хороший кабель, сделан  добротно, качество ок! ","Отличный кабель - цена , качество!"
2863,Aleksandr,10.4.17,GIT0010838-000,DR-100 Acoustic Dreadnought (Vintage Sunburst),Epiphone,5,Очень хорошая гитара за такую цену. Даже с учетом доставки выходит дешевле чем в России. С доставкой также не было проблем.,Хорошая гитара
2864,Khechuev Igor,25.10.15,GIT0010838-000,DR-100 Acoustic Dreadnought (Vintage Sunburst),Epiphone,5,"Отличная гитара для домашнего творчества. Сделана из качественных материалов, довольно громкая по сравнению с моей старой yamaha f310. В своей ценовой категории одна из лучших. Ни разу не пожалел о покупке.",Отличная гитара.
2865,Denis Ibragimov,26.1.21,GIT0042330-000,LS100 Black,J & D,5,"Струны поменяли сразу, не строят совсем, немного тяжеловата в отличии от своих собратьев, но не страшно)))",Покупал для школы
2866,Renat,15.7.21,GIT0042330-000,LS100 Black,J & D,5,"The guitar was bought for training. I would even say it surpasses its price. Great sound on overdrive and good clean sound. Change the strings immediately and carry them to the master for tuning, however, like any other guitar. ",Best value for money
2867,Вадим,8.4.19,DJE0006896-000, ,Lightscale DJ,5,"Экономит место в походном рюкзаке. Очень удобно то, что можно крутить, вертеть, собирать как душе угодно, для разных приборов и высот - поуже, пошире, перекладину как угодно, вариантов масса. У меня на ней стоит эффектор пионер 1000й, идеально. Причем если стойку перевернуть, эффектор становится чуть выше и под более острым углом. Стойка очень легкая, сделана из плотного вспененного материала и производит 'дорогое' впечатление. Немцы молодцы, но ценник немного кусается.",Модульно. Легко. Складываемо.
2868,Stan,19.8.16,PCM0013869-000,UR22mkII,Steinberg,5,Есть два варианта питания - от usb и от блока (блок в комплект не входит). Работает без перебоев. Одновременно может работать и DAW и в каком-нибудь плеере. Раскачивает наушники 250 Ом. ,Отличная звуковая карта
2869,Aliensitar@gmail.com,17.1.17,PCM0013869-000,UR22mkII,Steinberg,5,Дучшая карта в своей ценовок категории.запись гитары напрямую в  hi z дала потрясающие результаты.работает как часы.всем рекомендую.,Супер
2870,ROMAN,25.5.17,PCM0013869-000,UR22mkII,Steinberg,5,Отличный аудио интерфейс!- приемлемая цена;- высокое качество производителя;- бесперебойная работа;- удобный и понятный интерфейс;- богатое тембральное звучание;- brilliance..........................................!,Steinberg UR22mkII USB 2.0
2871,Dmitriy Shurmin,29.4.16,PCM0013869-000,UR22mkII,Steinberg,5,"Очень хорошая карта. Работает без проблем. В GuitarRig работает без слышимых задержек.  Уровень шума очень низкий, в наушниках DT770 шума не слышно вообще.Композиции звучат гораздо лучше чем на предыдущей карте SB Audigy, появились детали, которые раньше были замаскированы шумом. Наушники 80 Ом с небольшим запасом громкости на большинстве треков.",Качественный продукт!
2872,Eugene Yashin,19.10.16,PCM0013869-000,UR22mkII,Steinberg,5,Великолепный чип для прослушивания и работы с музыкой.,Отличный аудиоинтерфейс
2873,VLADISLAV ,20.12.20,REC0013516-000V000192179,"T5V Studiomonitor aktiv, 5"" Woofer",Adam Audio,5,Выглядят и звучат солидно,Хорошие мониторы 
2874,Alexandr Zaharov ,9.4.21,REC0013516-000V000192179,"T5V Studiomonitor aktiv, 5"" Woofer",Adam Audio,5,"Дошли парой в Москву за 16 и 20 дней, в разных посылках.При доставке все пришло в отличном состоянии ни одной вмятины на коробках, мониторы очень хорошо упакованы.По работе отличные мониторы, время пользования маленькое, но первое впечатление превосходное.Рад, что заказал)",-
2875,Ilya,8.5.21,REC0013516-000V000192179,"T5V Studiomonitor aktiv, 5"" Woofer",Adam Audio,5,В очередной раз спасибо musicstore за качественно выполненную работу!,Как по мне отличные мониторы!
2876,Руслан,17.12.20,REC0013516-000V000192179,"T5V Studiomonitor aktiv, 5"" Woofer",Adam Audio,5,Все на высшем уровне,Рекомендую
2877,Stas Kuznetsov,28.10.21,REC0013516-000V000192179,"T5V Studiomonitor aktiv, 5"" Woofer",Adam Audio,5,"Мониторы для тех, кто прошел мимо JBL. Немецкое качество, отличная детализация, все частоты, для своих денег, звучат на 5+.",Я в восторге!
2878,Artemis,22.5.18,SYN0005659-000,Modular Screws M3x6 x100,Frap Tools,5,То чего всегда нет под рукой при установке модулей),Необходимый аксессуар)
2879,Andrey,24.4.19,SYN0005659-000,Modular Screws M3x6 x100,Frap Tools,5,One hundred of high quality screws for the Eurorack system. ,Whole lotta screws
2880,Vadim Zhigulev,20.5.19,SYN0005659-000,Modular Screws M3x6 x100,Frap Tools,5,"хорошая цена, качество","хорошая цена, качество "
2881,Anton,14.4.16,REC0007447-000,C 414 XLS,AKG,5,A true workhorse mic that captures natural sound. Easy to work with in the mix.,Good all-rounder
2882,Vitalii,25.10.19,REC0007447-000,C 414 XLS,AKG,5,I like use the  microphone for  vocals and instruments.The mic is number one in my collection,Best of the best
2883,Андрей,6.5.19,PAH0002035-000,DCX2496 Loudspeaker Management System,Behringer,5,"Отличный процессор по низкой цене, отлично работает с ноутбуком для управления",Супер проц
2884,Олег,21.9.20,GIT0012194-000,ARB-45 NT Roundback Natural,Red Hill,5,"вот все норм, и звук и вид. но играть неудобно из за овального корпуса. надо привыкать",Гитара
2885,Yuriy Zubov,20.1.19,GIT0012194-000,ARB-45 NT Roundback Natural,Red Hill,5,"Liked this product, good workmanship, sounds interesting, looks like the photo in the store, delivery within the specified when sending the store. Thank you!",Good quality guitar Red Hill ARB-45 NT Roundback Natur
2886,Vitaliy,3.11.19,PAH0021159-000,Cover TX215,ALTO,5,"Использовать только начал и пока всё устраивает, возможно потом дополню комментарий :)",Отличные чехлы
2887,fanil,27.6.18,GIT0017091-000,ST Vintage (Black),J & D,5,"Инструмент оправдал ожидания : и качество и звук,все на уровне, только нужно поменять струны.Покупкой доволен =)",Jack & Danny ST Vintage BK Black-отличный инструмент!  
2888,Антон,9.10.17,GIT0040943-000,Paul Gilbert PGMM31-WH miKro Signature White,Ibanez,5,"Отличный инструмент для ребёнка! Либо для путешествий, так как миниатюрные габариты инструмента дают удобство в дороге. Порадовало, что нет проблем со строем (это самое главное!) Ну и конечно же просто красивая гитара) За такие деньги, просто отлично! ",Отличный инструмент для своих целей! 
2889,smfan@yandex.ru,10.10.21,DJE0003048-000, ,Decksaver,5,This brand always make ideal dust covers for all you gear=) perfect material; plastic is very thick and durable.,Decksaver 5+ as usual
2890,uncevgeny,22.1.18,PAH0017071-000,Microphone Hard-Case (7x Mics),MUSIC STORE,5,Высокое качество,",,"
2891,Георгий,17.8.21,PAH0017675-000,ZED-6FX,Allen & Heath,5,"Купил за 12.800.(с доставкой)Пульт великолепен,качество сборки-просто игрушка(дорогая нефритовая нэцке).Никаких проблем по звуку - 2х крутилок для вокала хватает с головой)Звук на выходе просто суперрр. Блок эффектов - вообще отдельная песня,качество эффектов просто студийное...не ожидал от такого малыша такого качества.Настоятельно рекомендую.",Отличный пульт
2892,Вова,11.2.18,PAH0017675-000,ZED-6FX,Allen & Heath,5,обожаю эту фирму,ален-хит
2893,Vasily,8.3.20,PAH0017675-000,ZED-6FX,Allen & Heath,5,"прекрасный пульт! для меня критически важно наличие tap delay, и среди супер-компактных пультов у  Allen & Heath ZED-6FX нет конкурентов от слова совсем. пульт очень хорошо звучит сам по себе, поэтому наличие только двухполосного эквалайзера - не критично. твёрдые пять звёзд и мои наилучшие рекомендации.",король компактов
2894,maxim abrosimov,13.1.17,PAH0017675-000,ZED-6FX,Allen & Heath,5,Отличный пульт оправдал все ожидания ,Качественный звук
2895,Константин,3.1.18,PAH0017675-000,ZED-6FX,Allen & Heath,5,"Вообще не шумный , удобный в обращении . Качественный микшер !!!!",Класс!
2896,Борис,22.2.21,PCM0015990-000,UR22C Recording Pack,Steinberg,5,"Очень переживал , что что-то пойдёт не так ,т.к это мой первый заказ из за границы,в СПБ пришло очень быстро до 10дней (точно не помню ,но не больше).Качество отличное ,отвечали быстро на все письма,посылка полностью ослеживалась ,кстати упаковали отлично в доп.коробку ))Что касается самого комплекта.Тактильно и на взгляд просто на 110 звёзд,все очень качественно, сразу установил все ПО это очень легко, просто нужно зайти на сайт производителя,так же в комплекте есть инструкция на русском.P.S  в России этот комплект тупо не купишь,его разбирают как пирожки ещё и цены загибают ,а тут Дёшево, Быстро и Качественно, буду  продолжать делать покупки)",Просто огонь!
2897,Aleksey Moskvin,10.2.21,PCM0015990-000,UR22C Recording Pack,Steinberg,5,I have been making music for several years and I want to say that this equipment has good sound and build quality. also fast delivery and monitoring of the location of the parcel is available. all successful use!,Hello i'm lucky
2898,Vanozed,3.2.21,PCM0015990-000,UR22C Recording Pack,Steinberg,5,"Заказа оборудование  из г.Волгограда,пришло за 14 дней.оперативно однако, буду заказывать ещё.",Быстро и дёшево 
2899,Aleksandr,5.1.21,PCM0015990-000,UR22C Recording Pack,Steinberg,5,"I like that it doesnt need power supply (works from USB 3.0), and look stylish and professional )",My first home music studio
2900,Peter,7.6.19,SYN0006650-000V000195812,KOMPLETE KONTROL A61,Native Instruments,5,This keyboard is very simple to use. It has a full integration with Ableton Live 10 and supports custom key binding (instead of iRig Keys I/O for example).The cons are that it's a little bit bulky and it would be good to keep this keyboard not at the same level with your laptop or keyboard/mouse.,The best decision for a home studio
2901,Alexandr,11.3.20,SYN0006650-000V000195812,KOMPLETE KONTROL A61,Native Instruments,5,The package arrived very quickly.  Unbelievably cool quality keys.  I learn to play the piano and I feel that it will be very simple.  You guys are great fellows.,Cool keys
2902,V-tuner,5.10.19,SYN0006650-000V000195812,KOMPLETE KONTROL A61,Native Instruments,5,"Really look simple and powerful in one. From the first touch you fall in to the world of Pro and feel like you one of those. Cause you made a right choice, you become the one of NI products users. That quality keeps a taste - taste of delicious!",Komplete Kontrol A61
2903,Egor,17.12.20,SYN0006650-000V000195812,KOMPLETE KONTROL A61,Native Instruments,5,"Отличная клава за свои деньги, очень приятные и мягкие колесики питча и модуляции, приятно работать за такой",Супер
2904,Drob33,8.1.21,ACC0007902-000, ,Sommer Cable,5,С задачей справляется. Доставка всего 7 дней.,Круто!
2905,Толмачев Дмитрий,18.7.20,ACC0007902-000, ,Sommer Cable,5,"Обычные, качественные кабели для коммутации.",Хорошие Кабели
2906,Vadim Tabunshchikov,17.2.21,ACC0007902-000, ,Sommer Cable,5,"im happy, our company is best !thank you very much",ITS AMAZING
